GSM1887730	GSM2177026	GSM2177021	GSM2177023	GSM2177019	GSM2177022	GSM2177027	GSM2177025	GSM2177024	GSM2177018	GSM2177020	GSM2177017	GSM2828480	GSM2828481	GSM2828482	GSM2828483	GSM2828484	GSM2828485	GSM3407112	GSM3407113	GSM3407114
Clca1	0	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
Clca2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Clca3a1	58	23	47	216	32	184	59	7	127	14	25	15	52	45	31	48	50	49	0	2	1
Clca3a2	15	0	17	0	10	5	22	0	19	10	0	11	6	5	3	9	2	4	8	7	7
Clca3b	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Clca4a	0	0	0	0	1	41	0	24	21	0	0	0	0	0	0	0	0	0	0	0	0
Clca4b	0	0	0	10	0	51	0	8	15	0	0	0	0	0	0	0	0	0	1	0	1
Clca4c-ps	4	0	0	19	0	11	11	0	20	0	0	0	2	0	3	0	0	0	1	0	5
Clcc1	7321	38	214	163	103	369	67	144	286	58	87	57	929	1165	991	1555	1367	1261	116	136	201
Clcf1	2936	0	162	0	132	0	0	0	0	6	74	48	308	134	130	258	174	308	24	16	30
Clcn1	16	0	2	0	0	0	0	0	0	0	3	0	10	0	1	1	0	0	2	0	1
Clcn2	2445	0	162	0	40	0	0	0	1	17	50	109	221	157	70	363	362	283	16	21	16
Clcn3	15058	3235	1566	2961	913	2044	2187	1897	2049	535	662	634	1159	1199	624	1467	1493	1098	190	115	228
Clcn4	15423	128	366	405	293	546	96	111	424	201	252	305	2177	2026	1381	2214	2141	1642	256	206	311
Clcn5	20758	100	789	187	435	219	122	76	222	355	430	381	1147	752	349	1334	1610	1143	229	158	299
Clcn6	10047	1	118	6	37	24	7	1	9	17	62	40	347	334	186	410	410	259	71	58	104
Clcn7	11039	4845	2936	10766	1710	14835	4478	5693	8702	980	1605	1216	1413	1990	734	1237	1293	841	177	160	180
Clcnka	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2
Clcnkb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cldn1	347	0	0	0	0	0	0	0	0	0	0	3	198	148	142	131	122	88	1	4	5
Cldn10	17	0	0	0	0	0	0	0	0	0	0	0	35	20	72	17	5	19	0	0	0
Cldn11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Cldn12	273	0	2	24	3	5	0	0	0	1	2	4	46	48	21	71	44	50	7	5	21
Cldn13	1	0	0	0	0	15	0	0	0	0	0	0	124	396	481	390	333	359	0	0	0
Cldn14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
Cldn15	6	0	0	0	0	0	0	0	0	0	0	0	212	245	367	319	224	292	0	2	3
Cldn16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn18	0	11	0	57	0	92	0	33	11	0	0	0	0	0	0	0	0	0	0	1	0
Cldn19	2	52	10	92	8	281	102	52	210	3	3	15	1	1	0	0	0	0	0	0	1
Cldn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Cldn20	5	0	3	0	0	0	0	0	0	0	1	0	2	0	3	1	1	1	2	0	0
Cldn22	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0
Cldn23	0	0	1	0	0	0	2	0	0	0	0	0	12	2	4	9	8	10	0	0	3
Cldn24	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0
Cldn25-ps	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cldn3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Cldn34-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cldn34b1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Cldn34b2	14	17	1	0	0	0	0	0	24	0	0	0	3	6	3	0	0	0	0	0	0
Cldn34b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cldn34b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34c1	365	138	130	275	44	659	53	171	391	31	68	56	46	35	47	37	37	50	41	15	34
Cldn34c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cldn34c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cldn34d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	0	0	2
Cldn5	0	0	0	0	0	0	0	0	0	0	0	0	25	9	23	20	17	24	1	0	0
Cldn6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1
Cldn7	7	0	27	0	21	0	0	0	0	0	12	2	1	0	1	0	3	0	0	0	0
Cldn8	0	0	0	1	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Cldn9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cldnd1	14187	124	1167	155	801	172	22	52	295	187	688	320	1990	1272	844	4320	4065	3468	349	319	571
Cldnd2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	2	2	0	0	0	0
Clec10a	16420	0	17	0	39	0	14	0	0	8	28	17	2604	2147	1722	9399	9105	7818	340	376	634
Clec11a	275	0	2	0	0	6	0	4	6	1	2	0	17	29	25	100	76	86	3	3	2
Clec12a	78087	763	394	880	122	1701	868	379	2012	198	113	264	6188	8728	10303	10904	8753	10181	878	957	1562
Clec12b	25	0	0	0	5	0	0	0	0	0	0	0	0	5	5	2	0	0	0	2	1
Clec14a	0	0	0	0	0	0	0	0	0	0	0	0	24	5	14	9	5	23	0	1	0
Clec16a	4399	62	200	38	52	52	33	35	54	28	69	40	315	237	255	468	404	446	50	45	80
Clec18a	17	0	0	0	0	59	0	0	3	0	0	0	5	1	9	3	3	1	5	3	2
Clec1a	844	202	1962	162	833	179	117	72	108	516	802	696	24	23	17	73	48	89	15	22	23
Clec1b	193	7	23	18	4	58	0	0	4	6	12	17	183	299	460	39	34	72	15	10	27
Clec2d	20219	8	861	0	662	29	0	0	22	74	291	267	57	106	127	212	173	211	3	9	14
Clec2e	0	0	2	0	6	1	0	0	0	0	7	6	0	0	0	0	0	0	0	3	3
Clec2f	160	0	12	0	7	0	0	0	0	0	2	13	14	9	20	25	18	54	3	5	5
Clec2g	9	0	4	0	2	0	0	0	0	0	0	4	6	0	5	2	3	2	0	0	1
Clec2h	63	22	23	27	10	95	8	1	122	3	12	13	8	8	4	6	2	6	1	2	6
Clec2i	968	7	1137	0	640	67	0	0	56	102	886	363	563	449	358	1158	997	1083	172	145	306
Clec2j	0	0	5	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Clec2l	5113	0	24	0	9	0	0	0	0	14	19	6	9	6	13	62	23	31	4	0	1
Clec3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Clec3b	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Clec4a1	378	0	33	23	18	2	0	0	0	14	11	19	626	1680	1020	81	79	83	14	3	17
Clec4a2	267	84	73	150	39	127	96	88	272	72	38	31	1847	3258	4252	1113	722	1567	18	6	30
Clec4a3	96	0	48	2	7	6	0	6	0	31	16	48	1396	3805	3074	289	164	388	26	19	66
Clec4a4	37	0	0	0	0	0	0	0	0	0	0	0	8	13	22	3	2	0	0	0	0
Clec4b1	81	0	0	0	0	0	0	0	0	0	0	2	450	1474	2459	55	27	94	2	2	14
Clec4b2	0	0	0	0	0	0	0	0	0	0	0	0	24	32	40	39	22	56	3	0	0
Clec4d	138	0	68	0	27	0	0	0	0	55	19	71	155	193	448	406	303	612	0	1	1
Clec4e	32	0	172	28	161	18	0	0	135	23	82	105	805	566	702	1064	791	1218	6	2	9
Clec4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Clec4g	481	0	8	0	0	0	0	0	0	0	0	0	173	128	126	429	499	305	81	97	121
Clec4n	32	0	10	0	0	0	0	0	9	0	1	9	497	907	766	56	32	52	55	24	93
Clec5a	26	31	18	10	11	1	1	0	32	0	9	5	606	521	656	802	502	876	3	3	13
Clec7a	526	333	87	153	96	784	214	479	748	272	54	215	1119	1602	1785	787	518	1236	12	3	27
Clec9a	25242	931	6208	541	4197	783	552	723	851	1810	3040	2202	387	143	135	1093	954	1324	247	280	364
Clgn	0	0	0	3	0	58	0	0	26	0	0	0	1	4	6	7	4	3	1	0	0
Clhc1	20	0	2	0	2	65	0	0	71	0	6	1	3	0	4	4	10	2	0	2	2
Clic1	77139	87	334	419	104	1906	155	246	313	71	119	116	6286	6315	12153	12464	10580	11634	373	442	651
Clic3	40	0	0	0	0	0	0	0	0	0	0	0	19	19	4	24	23	16	2	3	2
Clic4	65113	770	5980	1196	3404	678	714	581	924	1110	3015	1500	7232	4801	1683	6146	6141	3391	732	608	1062
Clic5	65	14	92	4	55	57	1	12	34	8	60	42	15	16	16	21	4	8	4	2	4
Clic6	0	0	0	8	0	36	29	0	20	0	0	0	1	1	0	0	2	0	1	1	0
Clint1	33501	521	3365	1458	2464	1303	490	177	674	487	1577	850	4643	3144	1975	5086	4860	3324	447	355	590
Clip1	5375	272	6215	273	2308	1009	419	81	473	241	1900	497	1477	1343	948	1424	1229	1090	92	100	156
Clip2	998	0	236	0	130	20	0	0	11	1	126	16	61	63	45	49	63	62	8	4	12
Clip3	4	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	2	1	0
Clip4	3	19	0	60	0	164	62	36	102	0	0	0	1	0	0	0	1	0	0	0	0
Clk1	21456	1303	4503	1406	3008	1830	778	644	2069	1034	2351	1355	5212	3203	2185	4198	3617	3924	858	650	1540
Clk2	7374	22	743	33	376	105	56	2	59	80	216	168	1077	921	530	1458	1358	1146	142	108	143
Clk3	10874	0	604	42	146	6	19	0	22	30	125	55	3285	2018	1773	3701	3268	2594	268	204	382
Clk4	8178	88	915	73	699	340	175	66	135	202	426	439	2019	1383	946	2251	1978	2041	276	184	421
Clmn	54	118	109	222	30	367	80	83	236	17	23	28	23	15	18	17	11	6	7	6	3
Clmp	23	10	47	26	23	117	27	0	131	9	38	41	103	121	132	55	49	54	9	6	5
Cln3	7443	422	583	437	285	739	294	268	955	96	243	134	1120	1686	992	1268	1244	986	103	75	130
Cln5	16533	0	231	32	50	32	0	0	0	71	95	88	1399	1198	729	2155	2088	1336	190	197	311
Cln6	11401	9	42	7	23	88	14	12	18	12	7	15	397	380	412	748	518	541	27	23	28
Cln8	11905	182	110	96	54	417	160	43	275	70	51	50	2217	2839	1478	1546	1274	886	156	144	205
Clnk	178	0	2	0	0	0	0	0	0	0	0	0	32	18	16	71	59	63	6	4	9
Clns1a	12093	300	394	359	293	646	346	202	1027	117	237	141	1578	1461	1799	3055	2641	2866	138	150	225
Clock	3248	155	395	347	217	506	124	114	305	69	116	146	490	494	238	331	361	382	102	54	106
Clp1	6068	97	241	54	178	519	136	125	360	76	110	112	900	668	615	1174	1040	921	57	55	71
Clpb	5288	30	197	72	95	428	61	36	282	61	106	81	791	580	572	1007	1033	689	95	84	119
Clpp	2700	225	121	189	51	597	242	185	483	40	85	68	393	496	863	864	695	782	53	56	64
Clps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Clpsl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clptm1	23320	140	602	109	305	330	139	75	301	93	281	245	3377	3253	2084	4504	4316	3567	358	287	500
Clptm1l	35143	17	465	0	201	52	98	21	92	95	192	168	3752	3801	2636	5018	4684	3707	297	347	515
Clpx	5481	75	244	79	128	76	26	9	40	40	91	70	930	898	518	966	1032	739	86	82	128
Clrn1	176	1781	681	5770	537	8514	2726	3844	4788	347	730	283	17	24	17	26	45	35	14	8	27
Clrn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clrn3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
Clspn	6223	488	218	440	85	538	274	343	485	14	52	23	174	173	361	264	179	343	5	5	4
Clstn1	4861	0	14	68	12	56	27	4	77	23	10	45	608	878	444	486	579	341	63	62	93
Clstn2	3	8	0	0	5	9	0	0	0	0	0	0	5	0	3	6	4	3	1	2	3
Clstn3	1	0	1	0	0	7	0	0	0	0	0	0	27	32	25	12	13	13	1	1	0
Clta	41324	332	3243	335	1406	1051	132	613	276	280	903	371	3130	4074	6410	4822	3929	4859	129	149	210
Cltb	3825	56	311	131	154	179	42	39	141	38	74	76	641	566	661	825	708	786	48	50	81
Cltc	111908	1336	2984	1580	1732	4298	2748	1278	3045	1138	1892	1350	9599	10292	3510	6247	7149	3395	973	726	1399
Clu	10	0	6	0	0	0	0	0	0	0	4	0	105	135	70	71	63	75	5	1	7
Cluap1	4654	56	623	155	234	226	233	89	152	106	213	104	302	289	305	632	529	558	50	34	48
Cluh	7037	40	145	25	64	33	0	0	28	33	57	53	1104	1390	633	871	956	626	149	76	107
Clvs1	14	66	16	110	1	84	112	105	61	5	1	16	4	11	7	7	7	3	1	3	4
Clvs2	54	9	0	13	0	53	10	0	10	0	0	0	4	4	6	9	11	11	4	2	5
Clybl	5440	47	104	10	31	37	59	58	115	31	73	28	149	203	286	480	373	477	32	46	66
Cma1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	2	1	5	0	2	1
Cma2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmah	60453	1683	5980	2144	2667	4381	1380	1101	2163	1297	2408	2602	3377	1708	952	4103	3670	3421	923	676	1387
Cmas	19816	212	363	89	267	379	50	29	223	133	249	140	1789	1643	1989	3227	2890	2354	186	171	297
Cmbl	6	0	0	0	0	20	5	0	0	0	0	0	508	1346	1454	16	9	17	4	3	12
Cmc1	5176	119	421	84	181	154	117	123	194	124	178	76	162	214	385	470	394	561	17	23	41
Cmc2	1478	33	68	81	42	379	46	103	217	12	38	30	333	368	944	734	580	727	16	18	20
Cmc4	865	0	173	33	37	20	13	0	23	53	26	65	124	119	178	219	185	283	15	12	19
Cmip	12047	3682	4753	5777	2286	14479	8563	3173	5741	1309	2364	2540	2937	2120	1968	2669	2166	2405	114	112	182
Cmklr1	11530	5	22	0	13	14	0	3	15	9	8	3	101	176	189	102	95	92	6	4	2
Cmpk1	24140	600	692	914	498	1159	487	606	1008	207	273	204	2328	2527	2204	3478	2888	3675	204	209	341
Cmpk2	7651	14	1580	0	901	1	6	0	36	190	525	309	1240	1280	530	1308	1017	854	43	23	48
Cmss1	965	0	42	0	13	5	0	26	0	2	17	4	105	83	218	235	172	162	10	2	17
Cmtm1	11	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	2
Cmtm2a	16	0	4	0	2	0	0	0	0	0	2	0	5	8	5	11	8	6	2	1	2
Cmtm2b	0	0	0	0	0	0	0	0	0	0	0	0	3	7	5	0	0	0	0	0	2
Cmtm3	14998	15	287	45	116	26	0	22	55	168	95	136	1698	2565	1609	2442	2136	1855	132	125	192
Cmtm4	3400	5	1	14	2	54	12	58	17	2	4	1	83	178	210	62	27	42	2	4	1
Cmtm5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
Cmtm6	37377	33	562	0	287	74	37	0	6	106	236	131	4955	3986	1618	6568	5908	3994	674	607	834
Cmtm7	32107	0	189	0	91	0	0	0	0	24	87	60	4229	4256	6716	10412	8411	9471	338	344	535
Cmtm8	54	29	11	101	26	79	63	66	85	10	19	16	37	65	141	26	10	26	0	1	1
Cmtr1	24602	175	821	158	385	213	165	116	186	212	409	294	3185	2503	1424	3797	3485	2416	247	236	351
Cmtr2	2923	2	36	29	29	68	6	10	17	7	31	15	208	200	85	315	257	141	40	24	75
Cmya5	1865	12	621	4	344	24	20	0	9	30	238	144	379	194	61	514	590	340	42	50	63
Cnbd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cnbd2	16619	0	293	13	232	40	2	3	32	49	152	173	3370	2767	2826	4417	3802	4146	88	101	164
Cnbp	101982	1696	2358	1032	1392	4643	882	951	2728	988	1907	1071	14491	10903	11698	21110	18122	21214	1135	1177	2008
Cndp1	85	17	55	284	13	320	39	45	192	5	10	11	22	19	21	19	17	24	7	10	15
Cndp2	20615	0	268	0	117	9	0	0	9	50	103	103	4758	9259	8088	2607	2371	2177	156	132	222
Cnep1r1	5596	817	516	759	329	767	486	550	900	241	340	210	183	411	351	495	410	484	48	25	56
Cnfn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnga1	5	574	132	496	101	1205	468	423	1061	82	92	91	2	1	4	4	1	3	2	1	2
Cnga2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Cnga3	76	0	9	44	5	101	10	65	45	4	32	7	13	16	14	10	6	11	7	4	10
Cnga4	0	0	0	0	0	0	0	0	0	0	0	0	8	5	3	1	0	7	0	0	1
Cngb1	30	69	23	38	10	78	26	58	94	4	15	17	11	8	17	12	5	17	9	3	6
Cngb3	0	0	0	13	0	61	0	0	23	0	0	0	0	0	0	0	0	0	2	0	0
Cnih1	17296	113	111	108	61	138	80	92	105	59	65	75	852	820	1089	1795	1736	1885	92	82	127
Cnih2	247	0	2	0	2	0	0	0	0	4	0	0	5	12	4	12	7	8	1	0	2
Cnih3	5	0	3	10	2	55	1	0	3	0	6	0	8	3	4	4	7	9	2	2	4
Cnih4	6362	131	1816	234	780	501	395	202	456	483	726	977	417	582	970	1194	964	1414	64	57	120
Cnksr1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	2	0	0	0	1
Cnksr2	2	2	7	26	1	55	0	13	30	0	0	0	2	1	1	0	0	7	4	3	1
Cnksr3	1521	0	11	1	3	0	0	0	0	3	3	0	300	308	153	161	168	97	11	14	9
Cnn1	3	0	0	0	0	0	0	0	0	0	1	0	1	2	5	0	3	4	1	0	0
Cnn2	52293	790	1938	1269	648	5070	1739	1072	2407	635	611	1516	6980	4668	7104	12956	10472	12140	344	432	496
Cnn3	4412	32	10	18	1	58	24	10	97	7	5	0	1057	618	852	1056	953	756	9	8	16
Cnnm1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	1	0	2	1	0
Cnnm2	914	4	21	16	18	127	20	25	37	1	8	7	194	191	152	250	209	152	11	13	18
Cnnm3	6288	78	115	104	91	367	133	82	354	102	74	72	744	845	360	936	912	536	79	74	168
Cnnm4	4023	34	95	81	58	122	91	39	79	27	48	68	239	176	184	340	227	417	40	31	63
Cnot1	31160	501	1548	758	776	1039	380	321	1069	229	616	334	2742	2108	705	2335	2642	1452	370	192	500
Cnot10	5570	142	196	213	83	382	141	49	317	57	77	49	1105	874	617	1264	1215	901	77	96	109
Cnot11	8835	68	117	104	85	334	59	69	139	57	70	69	672	589	524	969	883	809	49	60	78
Cnot2	14961	94	1006	151	406	352	169	90	164	280	420	494	2213	1695	728	2579	2741	1518	184	209	323
Cnot3	12484	70	1286	125	692	239	34	90	202	240	597	379	856	745	371	1269	1350	833	107	84	152
Cnot4	8144	2108	1512	2976	865	4589	1963	1774	2357	355	516	509	652	749	496	1111	1158	848	130	115	176
Cnot6	23785	919	1537	2861	973	2243	842	598	1424	521	968	716	1616	1184	942	1935	1963	1636	185	161	214
Cnot6l	33802	214	1105	429	456	766	534	185	691	420	472	537	1027	775	790	1400	1246	1277	116	83	167
Cnot7	15666	257	792	96	225	229	35	78	134	109	135	145	1333	1063	479	1752	1647	1599	182	176	321
Cnot8	45724	111	703	164	522	225	143	64	175	74	214	146	2845	2553	2110	5968	5551	4737	333	336	545
Cnp	97291	359	1190	189	695	496	256	226	444	577	598	620	8881	6164	6509	16427	16198	9546	1014	1170	1507
Cnppd1	19792	378	380	443	214	825	574	181	612	154	231	160	2286	2034	1594	2817	2874	2025	197	165	287
Cnpy1	2	0	0	0	0	1	12	0	20	0	0	0	0	0	0	2	1	0	0	0	2
Cnpy2	15119	0	483	9	149	0	0	0	11	48	252	152	1072	1211	2017	2931	2419	2764	138	124	209
Cnpy3	39635	62	3430	89	695	449	65	31	198	172	586	312	3304	3051	2531	5380	5125	4110	331	423	548
Cnpy4	2129	139	61	60	17	491	1	77	175	29	15	9	329	416	440	580	419	401	26	26	45
Cnr1	0	0	0	43	0	57	0	0	42	0	0	0	1	0	0	0	1	1	3	1	3
Cnr2	254	1	13	25	8	0	0	0	1	3	0	1	623	370	180	325	315	271	6	3	4
Cnrip1	63	15	6	64	0	110	4	39	98	2	4	1	83	84	98	61	52	70	0	4	10
Cnst	2611	17	45	18	10	96	14	37	111	1	28	11	454	351	170	317	357	176	53	36	57
Cntd1	124	423	98	303	63	1169	300	345	919	129	48	79	27	26	19	39	27	40	0	0	8
Cntf	90	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	5	9	0	0	0
Cntfr	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Cntln	1065	49	312	62	113	124	114	47	31	42	95	80	137	140	181	205	152	219	9	9	20
Cntn1	126	82	25	177	24	451	110	108	305	9	20	24	21	19	25	43	32	37	18	13	25
Cntn2	20	11	6	38	7	112	0	26	76	14	6	18	2	0	0	1	0	0	6	2	1
Cntn3	31	14	18	52	7	87	19	27	75	4	7	9	14	17	9	17	10	14	10	4	5
Cntn4	0	2	2	0	0	15	29	0	23	0	5	1	1	2	1	2	1	1	2	1	5
Cntn5	0	0	0	0	0	20	2	16	0	0	0	0	0	0	0	0	0	0	1	2	2
Cntn6	0	0	0	0	0	69	0	22	16	0	0	0	0	0	0	0	0	0	2	1	1
Cntnap1	579	20	10	95	11	0	0	0	5	2	5	17	9	10	7	20	3	9	3	4	7
Cntnap2	20	53	24	125	16	217	37	50	242	6	7	8	2	3	2	2	1	7	6	1	9
Cntnap3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Cntnap4	12	0	2	15	0	33	0	0	10	0	2	0	3	1	6	3	2	5	2	2	5
Cntnap5a	20	61	25	65	21	162	35	4	130	29	8	5	7	14	7	11	11	12	8	9	22
Cntnap5b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
Cntnap5c	0	0	0	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Cntrl	11115	1311	10158	1285	4558	2190	647	649	564	1028	4069	2028	2581	1949	1545	2819	2240	2581	225	243	333
Cntrob	1544	66	85	60	44	56	24	17	97	16	41	23	285	227	311	450	397	376	23	21	29
Coa3	6842	0	77	24	39	13	0	0	0	18	63	48	741	936	1856	1832	1470	1797	63	59	127
Coa4	2345	175	178	205	85	712	186	76	314	78	92	72	146	247	389	364	306	335	34	24	41
Coa5	46309	126	423	132	216	260	48	167	206	114	227	171	2413	2395	1176	3499	3185	2115	360	283	575
Coa6	1648	9	126	3	48	6	0	0	27	23	28	21	232	260	406	492	464	575	9	20	26
Coa7	1189	75	108	204	52	459	55	81	239	33	53	46	274	198	274	278	216	261	20	23	16
Coasy	6336	0	54	0	40	0	0	0	25	34	32	35	811	815	656	1296	1275	921	63	92	103
Cobl	8	0	3	25	0	0	13	23	15	0	8	3	5	1	2	1	0	1	1	0	2
Cobll1	8339	43	136	70	65	141	0	28	53	21	28	37	729	541	130	654	601	483	163	90	192
Coch	2	0	3	3	0	0	6	0	0	2	2	11	0	0	4	1	2	1	0	2	3
Cog1	6836	7	112	126	108	76	24	38	43	51	57	42	1373	1073	506	1723	1737	1044	199	180	250
Cog2	6257	70	383	111	224	3	13	0	0	44	99	117	832	750	449	1144	1213	682	94	104	148
Cog3	5523	37	82	0	46	40	3	0	21	27	44	29	1148	818	345	1016	1072	766	87	62	125
Cog4	6495	0	710	20	183	41	3	0	16	60	143	108	937	1094	709	1395	1331	831	134	99	143
Cog5	4131	0	75	1	28	0	0	0	0	9	20	8	414	281	150	381	437	347	44	39	89
Cog6	4233	76	154	176	66	270	103	109	316	58	38	71	848	745	324	1218	1134	749	123	99	121
Cog7	4255	749	248	1508	183	3687	924	1835	1167	40	139	91	748	751	455	664	691	498	75	68	110
Cog8	8541	93	313	206	178	287	38	120	296	98	189	151	1449	1535	1178	2261	2168	1570	156	169	213
Coil	2394	247	234	265	127	613	72	61	219	32	108	31	335	204	187	508	457	298	33	15	50
Col10a1	18	0	4	55	0	15	16	0	1	4	1	6	3	4	3	7	7	5	0	1	0
Col11a1	3	16	0	60	0	86	18	25	95	6	0	4	0	0	10	6	1	2	2	3	3
Col11a2	319	9	24	15	22	71	6	0	17	4	7	13	233	566	345	45	41	55	3	0	5
Col12a1	1	0	0	14	1	147	25	56	14	0	4	2	0	0	9	2	0	9	7	2	5
Col13a1	0	0	0	14	0	24	0	0	43	0	0	0	0	0	0	0	0	3	0	0	0
Col14a1	0	0	5	0	0	21	0	0	27	0	9	1	2159	4785	1931	10	28	11	18	10	53
Col15a1	740	0	4	0	0	16	0	0	3	0	0	2	10	16	4	25	46	23	8	17	14
Col16a1	3	0	0	0	0	0	0	0	14	0	0	0	8	5	3	3	0	3	2	2	0
Col17a1	360	0	1	34	1	25	0	0	10	0	2	0	137	55	39	468	350	327	28	23	52
Col18a1	24	18	10	26	0	30	0	18	20	4	8	14	8	3	2	4	7	4	3	4	0
Col19a1	4	28	0	52	0	96	47	7	93	0	2	1	131	252	70	8	11	5	4	0	4
Col1a1	69	36	14	19	6	212	23	67	40	5	6	7	25	20	321	26	22	18	8	1	3
Col1a2	30	114	22	236	16	395	67	59	218	19	18	11	96	44	509	78	31	58	1	1	4
Col20a1	302	0	6	0	1	14	0	0	0	6	12	5	22	34	20	36	29	38	7	6	10
Col22a1	123	113	81	57	33	418	71	20	220	34	31	53	16	17	16	17	26	14	26	9	23
Col23a1	3357	3	10	39	10	107	6	36	55	22	6	4	54	28	28	199	153	125	2	2	8
Col24a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	2	1	3
Col25a1	17	5718	548	9709	290	14394	7917	6815	8257	510	318	345	14	7	14	9	5	16	5	2	6
Col26a1	63	137	90	269	48	921	143	99	367	39	44	59	75	32	47	67	33	75	27	21	26
Col27a1	95	64	61	133	34	348	96	148	136	20	23	57	84	78	118	20	17	23	8	2	11
Col28a1	0	0	3	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1
Col2a1	2	0	0	0	0	0	0	3	6	0	0	0	1	5	5	2	0	4	1	3	4
Col3a1	4	0	0	28	0	1	0	0	29	0	1	0	6	11	17	4	6	14	1	0	1
Col4a1	4	18	0	92	3	345	26	26	103	2	0	5	92	26	38	50	64	35	1	3	2
Col4a2	6	0	0	1	1	0	0	0	0	0	0	0	26	13	22	40	23	33	4	4	1
Col4a3	32	40	7	66	6	209	32	93	184	5	2	6	9	9	49	12	9	22	2	1	1
Col4a3bp	6737	89	790	81	420	123	41	36	169	96	402	241	470	380	295	477	435	485	41	38	47
Col4a4	49	50	13	188	12	373	51	44	167	2	9	8	8	7	1	10	3	7	4	1	2
